model,formulation,seed,lambda_budget,fixed_cost,n_customers,n_facilities,n_price_levels,n_options,status,objective,runtime,mip_gap,gap_percent,solved_optimal,opened_facilities,served_customers,service_rate,served_demand,total_revenue,total_opening_cost,lazy_cuts_added,node_count,best_bound,num_vars,num_constraints,base_constraints,effective_constraints,use_cuts,force_open
MILP-2,milp2,3,1.0,100,3,2,5,10,2,903.7537415292664,0.0,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,100.0,0,0.0,903.7537415292664,42,197,197,197,,
MILP-1,milp1,3,1.0,100,3,2,5,10,2,903.7537415292664,0.0,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,100.0,0,0.0,903.7537415292664,42,92,92,92,,
MILP-3,milp3,3,1.0,100,3,2,5,10,2,903.7537415292664,0.0010242462158203125,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,100.0,0,0.0,903.7537415292664,42,89,89,89,,
BBC-NoCuts,bbc_no_cuts,3,1.0,100,3,2,5,10,2,903.7537415292664,0.0010302066802978516,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,100.0,0,1.0,903.7537415292664,42,62,62,62,False,False
BBC,bbc,3,1.0,100,3,2,5,10,2,903.7537415292664,0.0,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,100.0,0,1.0,903.7537415292664,42,62,62,62,True,False
BBC-Paper,bbc_paper,3,1.0,100,3,2,5,10,2,903.7537415292664,0.0,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,100.0,0,1.0,903.7537415292664,42,63,63,63,True,True
MILP-2,milp2,3,1.0,200,3,2,5,10,2,803.7537415292664,0.0009894371032714844,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,200.0,0,0.0,803.7537415292664,42,197,197,197,,
MILP-1,milp1,3,1.0,200,3,2,5,10,2,803.7537415292664,0.0010199546813964844,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,200.0,0,0.0,803.7537415292664,42,92,92,92,,
MILP-3,milp3,3,1.0,200,3,2,5,10,2,803.7537415292664,0.0,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,200.0,0,0.0,803.7537415292664,42,89,89,89,,
BBC-NoCuts,bbc_no_cuts,3,1.0,200,3,2,5,10,2,803.7537415292664,0.0,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,200.0,0,1.0,803.7537415292664,42,62,62,62,False,False
BBC,bbc,3,1.0,200,3,2,5,10,2,803.7537415292664,0.006632804870605469,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,200.0,0,1.0,803.7537415292664,42,62,62,62,True,False
BBC-Paper,bbc_paper,3,1.0,200,3,2,5,10,2,803.7537415292664,0.0,0.0,0.0,True,1,1,0.3333333333333333,83.64614512743887,1003.7537415292664,200.0,0,1.0,803.7537415292664,42,63,63,63,True,True
MILP-2,milp2,3,1.5,50,3,2,5,10,2,2159.286239761942,0.0,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,100.0,0,1.0,2159.286239761942,42,188,188,188,,
MILP-1,milp1,3,1.5,50,3,2,5,10,2,2159.286239761942,0.006222248077392578,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,100.0,0,1.0,2159.286239761942,42,83,83,83,,
MILP-3,milp3,3,1.5,50,3,2,5,10,2,2159.286239761942,0.0019991397857666016,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,100.0,0,1.0,2159.286239761942,42,80,80,80,,
BBC-NoCuts,bbc_no_cuts,3,1.5,50,3,2,5,10,2,2159.286239761942,0.0018208026885986328,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,100.0,0,1.0,2159.286239761942,42,53,53,53,False,False
BBC,bbc,3,1.5,50,3,2,5,10,2,2159.286239761942,0.0010004043579101562,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,100.0,0,1.0,2159.286239761942,42,53,53,53,True,False
BBC-Paper,bbc_paper,3,1.5,50,3,2,5,10,2,2159.286239761942,0.0003437995910644531,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,100.0,0,1.0,2159.286239761942,42,54,54,54,True,True
MILP-2,milp2,3,1.5,100,3,2,5,10,2,2059.286239761942,0.001985788345336914,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,200.0,0,1.0,2059.286239761942,42,188,188,188,,
MILP-1,milp1,3,1.5,100,3,2,5,10,2,2059.286239761942,0.00270843505859375,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,200.0,0,1.0,2059.286239761942,42,83,83,83,,
MILP-3,milp3,3,1.5,100,3,2,5,10,2,2059.286239761942,0.0019998550415039062,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,200.0,0,1.0,2059.286239761942,42,80,80,80,,
BBC-NoCuts,bbc_no_cuts,3,1.5,100,3,2,5,10,2,2059.286239761942,0.0,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,200.0,0,1.0,2059.286239761942,42,53,53,53,False,False
BBC,bbc,3,1.5,100,3,2,5,10,2,2059.286239761942,0.0,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,200.0,0,1.0,2059.286239761942,42,53,53,53,True,False
BBC-Paper,bbc_paper,3,1.5,100,3,2,5,10,2,2059.286239761942,0.001047372817993164,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,200.0,0,1.0,2059.286239761942,42,54,54,54,True,True
MILP-2,milp2,3,1.5,200,3,2,5,10,2,1859.286239761942,0.0,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,400.0,0,1.0,1859.286239761942,42,188,188,188,,
MILP-1,milp1,3,1.5,200,3,2,5,10,2,1859.286239761942,0.0024764537811279297,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,400.0,0,1.0,1859.286239761942,42,83,83,83,,
MILP-3,milp3,3,1.5,200,3,2,5,10,2,1859.286239761942,0.00102996826171875,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,400.0,0,1.0,1859.286239761942,42,80,80,80,,
BBC-NoCuts,bbc_no_cuts,3,1.5,200,3,2,5,10,2,1859.286239761942,0.0,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,400.0,0,1.0,1859.286239761942,42,53,53,53,False,False
BBC,bbc,3,1.5,200,3,2,5,10,2,1859.286239761942,0.006346225738525391,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,400.0,0,1.0,1859.286239761942,42,53,53,53,True,False
BBC-Paper,bbc_paper,3,1.5,200,3,2,5,10,2,1859.286239761942,0.0014007091522216797,0.0,0.0,True,2,3,1.0,230.23697943072995,2259.286239761942,400.0,0,1.0,1859.286239761942,42,54,54,54,True,True
MILP-2,milp2,4,0.5,50,3,2,5,10,2,-0.0,0.0009987354278564453,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,4,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,4,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,4,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,4,0.5,50,3,2,5,10,2,-0.0,0.0013074874877929688,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,4,0.5,50,3,2,5,10,2,-50.0,0.0,0.0,0.0,True,1,0,0.0,0.0,0.0,50.0,0,0.0,-50.0,42,66,66,66,True,True
MILP-2,milp2,4,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,4,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,4,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,4,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,4,0.5,100,3,2,5,10,2,-0.0,0.0010249614715576172,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,4,0.5,100,3,2,5,10,2,-100.0,0.0009944438934326172,0.0,0.0,True,1,0,0.0,0.0,0.0,100.0,0,0.0,-100.0,42,66,66,66,True,True
MILP-2,milp2,4,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,4,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,4,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,4,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,4,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,4,0.5,200,3,2,5,10,2,-200.0,0.0010008811950683594,0.0,0.0,True,1,0,0.0,0.0,0.0,200.0,0,0.0,-200.0,42,66,66,66,True,True
MILP-2,milp2,4,1.0,50,3,2,5,10,2,600.6901212930111,0.002007007598876953,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,50.0,0,0.0,600.6901212930111,42,195,195,195,,
MILP-1,milp1,4,1.0,50,3,2,5,10,2,600.6901212930111,0.0,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,50.0,0,1.0,600.6901212930111,42,90,90,90,,
MILP-3,milp3,4,1.0,50,3,2,5,10,2,600.6901212930111,0.0004143714904785156,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,50.0,0,0.0,600.6901212930111,42,87,87,87,,
BBC-NoCuts,bbc_no_cuts,4,1.0,50,3,2,5,10,2,600.6901212930111,0.0,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,50.0,0,0.0,600.6901212930111,42,60,60,60,False,False
BBC,bbc,4,1.0,50,3,2,5,10,2,600.6901212930111,0.0010178089141845703,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,50.0,0,1.0,600.6901212930111,42,60,60,60,True,False
BBC-Paper,bbc_paper,4,1.0,50,3,2,5,10,2,600.6901212930111,0.000675201416015625,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,50.0,0,1.0,600.6901212930111,42,61,61,61,True,True
MILP-2,milp2,4,1.0,100,3,2,5,10,2,550.6901212930111,0.0010344982147216797,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,100.0,0,0.0,550.6901212930111,42,195,195,195,,
MILP-1,milp1,4,1.0,100,3,2,5,10,2,550.6901212930111,0.0010297298431396484,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,100.0,0,1.0,550.6901212930111,42,90,90,90,,
MILP-3,milp3,4,1.0,100,3,2,5,10,2,550.6901212930111,0.0,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,100.0,0,0.0,550.6901212930111,42,87,87,87,,
BBC-NoCuts,bbc_no_cuts,4,1.0,100,3,2,5,10,2,550.6901212930111,0.0,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,100.0,0,0.0,550.6901212930111,42,60,60,60,False,False
BBC,bbc,4,1.0,100,3,2,5,10,2,550.6901212930111,0.0010025501251220703,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,100.0,0,1.0,550.6901212930111,42,60,60,60,True,False
BBC-Paper,bbc_paper,4,1.0,100,3,2,5,10,2,550.6901212930111,0.0010175704956054688,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,100.0,0,1.0,550.6901212930111,42,61,61,61,True,True
MILP-2,milp2,4,1.0,200,3,2,5,10,2,450.69012129301103,0.0,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,200.0,0,0.0,450.69012129301103,42,195,195,195,,
MILP-1,milp1,4,1.0,200,3,2,5,10,2,450.69012129301103,0.0,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,200.0,0,1.0,450.6901212930111,42,90,90,90,,
MILP-3,milp3,4,1.0,200,3,2,5,10,2,450.69012129301103,0.0,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,200.0,0,0.0,450.69012129301103,42,87,87,87,,
BBC-NoCuts,bbc_no_cuts,4,1.0,200,3,2,5,10,2,450.69012129301103,0.0,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,200.0,0,0.0,450.69012129301103,42,60,60,60,False,False
BBC,bbc,4,1.0,200,3,2,5,10,2,450.69012129301103,0.0010013580322265625,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,200.0,0,1.0,450.69012129301103,42,60,60,60,True,False
BBC-Paper,bbc_paper,4,1.0,200,3,2,5,10,2,450.69012129301103,0.0010161399841308594,0.0,0.0,True,1,2,0.6666666666666666,81.33626516162639,650.6901212930111,200.0,0,1.0,450.69012129301103,42,61,61,61,True,True
MILP-2,milp2,4,1.5,50,3,2,5,10,2,1922.0543618032652,0.002957582473754883,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,50.0,0,1.0,1922.0543618032652,42,180,180,180,,
MILP-1,milp1,4,1.5,50,3,2,5,10,2,1922.0543618032652,0.0029768943786621094,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,50.0,0,1.0,1922.0543618032652,42,75,75,75,,
MILP-3,milp3,4,1.5,50,3,2,5,10,2,1922.0543618032652,0.0,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,50.0,0,1.0,1922.0543618032652,42,72,72,72,,
BBC-NoCuts,bbc_no_cuts,4,1.5,50,3,2,5,10,2,1922.0543618032652,0.004465818405151367,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,50.0,0,1.0,1922.0543618032652,42,45,45,45,False,False
BBC,bbc,4,1.5,50,3,2,5,10,2,1922.0543618032652,0.0,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,50.0,0,1.0,1922.0543618032655,42,45,45,45,True,False
BBC-Paper,bbc_paper,4,1.5,50,3,2,5,10,2,1922.0543618032652,0.0,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,50.0,0,1.0,1922.0543618032655,42,46,46,46,True,True
MILP-2,milp2,4,1.5,100,3,2,5,10,2,1872.0543618032652,0.0019996166229248047,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,100.0,0,1.0,1872.0543618032652,42,180,180,180,,
MILP-1,milp1,4,1.5,100,3,2,5,10,2,1872.0543618032652,0.002199888229370117,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,100.0,0,1.0,1872.0543618032652,42,75,75,75,,
MILP-3,milp3,4,1.5,100,3,2,5,10,2,1872.0543618032652,0.002488374710083008,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,100.0,0,1.0,1872.0543618032652,42,72,72,72,,
BBC-NoCuts,bbc_no_cuts,4,1.5,100,3,2,5,10,2,1872.0543618032652,0.0012302398681640625,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,100.0,0,1.0,1872.0543618032652,42,45,45,45,False,False
BBC,bbc,4,1.5,100,3,2,5,10,2,1872.0543618032652,0.0010161399841308594,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,100.0,0,1.0,1872.0543618032655,42,45,45,45,True,False
BBC-Paper,bbc_paper,4,1.5,100,3,2,5,10,2,1872.0543618032652,0.0004215240478515625,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,100.0,0,1.0,1872.0543618032655,42,46,46,46,True,True
MILP-2,milp2,4,1.5,200,3,2,5,10,2,1772.0543618032652,0.0,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,200.0,0,1.0,1772.0543618032652,42,180,180,180,,
MILP-1,milp1,4,1.5,200,3,2,5,10,2,1772.0543618032652,0.0036470890045166016,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,200.0,0,1.0,1772.0543618032652,42,75,75,75,,
MILP-3,milp3,4,1.5,200,3,2,5,10,2,1772.0543618032652,0.001294851303100586,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,200.0,0,1.0,1772.0543618032652,42,72,72,72,,
BBC-NoCuts,bbc_no_cuts,4,1.5,200,3,2,5,10,2,1772.0543618032652,0.0,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,200.0,0,1.0,1772.0543618032652,42,45,45,45,False,False
BBC,bbc,4,1.5,200,3,2,5,10,2,1772.0543618032652,0.005479335784912109,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,200.0,0,1.0,1772.0543618032655,42,45,45,45,True,False
BBC-Paper,bbc_paper,4,1.5,200,3,2,5,10,2,1772.0543618032652,0.0010366439819335938,0.0,0.0,True,1,3,1.0,98.60271809016328,1972.0543618032652,200.0,0,1.0,1772.0543618032655,42,46,46,46,True,True
MILP-2,milp2,5,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,5,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,5,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,5,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,5,0.5,50,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,5,0.5,50,3,2,5,10,2,-50.0,0.0010247230529785156,0.0,0.0,True,1,0,0.0,0.0,0.0,50.0,0,0.0,-50.0,42,66,66,66,True,True
MILP-2,milp2,5,0.5,100,3,2,5,10,2,-0.0,0.0013947486877441406,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,5,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,5,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,5,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,5,0.5,100,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,5,0.5,100,3,2,5,10,2,-100.0,0.0,0.0,0.0,True,1,0,0.0,0.0,0.0,100.0,0,0.0,-100.0,42,66,66,66,True,True
MILP-2,milp2,5,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,200,200,200,,
MILP-1,milp1,5,0.5,200,3,2,5,10,2,-0.0,0.0005869865417480469,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,95,95,95,,
MILP-3,milp3,5,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,92,92,92,,
BBC-NoCuts,bbc_no_cuts,5,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,False,False
BBC,bbc,5,0.5,200,3,2,5,10,2,-0.0,0.0,0.0,0.0,True,0,0,0.0,0.0,0.0,0.0,0,0.0,-0.0,42,65,65,65,True,False
BBC-Paper,bbc_paper,5,0.5,200,3,2,5,10,2,-200.0,0.0,0.0,0.0,True,1,0,0.0,0.0,0.0,200.0,0,0.0,-200.0,42,66,66,66,True,True
MILP-2,milp2,5,1.0,50,3,2,5,10,2,1136.5404033487448,0.0,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,50.0,0,1.0,1136.5404033487448,42,192,192,192,,
MILP-1,milp1,5,1.0,50,3,2,5,10,2,1136.5404033487448,0.0012135505676269531,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,50.0,0,1.0,1136.5404033487448,42,87,87,87,,
MILP-3,milp3,5,1.0,50,3,2,5,10,2,1136.5404033487448,0.001008749008178711,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,50.0,0,1.0,1136.5404033487448,42,84,84,84,,
BBC-NoCuts,bbc_no_cuts,5,1.0,50,3,2,5,10,2,1136.5404033487448,0.0,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,50.0,0,1.0,1136.5404033487448,42,57,57,57,False,False
BBC,bbc,5,1.0,50,3,2,5,10,2,1136.5404033487448,0.0010721683502197266,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,50.0,0,1.0,1136.5404033487448,42,57,57,57,True,False
BBC-Paper,bbc_paper,5,1.0,50,3,2,5,10,2,1136.5404033487448,0.0010156631469726562,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,50.0,0,1.0,1136.5404033487448,42,58,58,58,True,True
MILP-2,milp2,5,1.0,100,3,2,5,10,2,1086.5404033487448,0.0,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,100.0,0,1.0,1086.5404033487448,42,192,192,192,,
MILP-1,milp1,5,1.0,100,3,2,5,10,2,1086.5404033487448,0.0010323524475097656,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,100.0,0,1.0,1086.5404033487448,42,87,87,87,,
MILP-3,milp3,5,1.0,100,3,2,5,10,2,1086.5404033487448,0.0010001659393310547,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,100.0,0,1.0,1086.5404033487448,42,84,84,84,,
BBC-NoCuts,bbc_no_cuts,5,1.0,100,3,2,5,10,2,1086.5404033487448,0.0012898445129394531,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,100.0,0,1.0,1086.5404033487448,42,57,57,57,False,False
BBC,bbc,5,1.0,100,3,2,5,10,2,1086.5404033487448,0.0009996891021728516,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,100.0,0,1.0,1086.5404033487448,42,57,57,57,True,False
BBC-Paper,bbc_paper,5,1.0,100,3,2,5,10,2,1086.5404033487448,0.0,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,100.0,0,1.0,1086.5404033487448,42,58,58,58,True,True
MILP-2,milp2,5,1.0,200,3,2,5,10,2,986.5404033487447,0.0026085376739501953,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,200.0,0,1.0,986.5404033487447,42,192,192,192,,
MILP-1,milp1,5,1.0,200,3,2,5,10,2,986.5404033487447,0.0010352134704589844,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,200.0,0,1.0,986.5404033487447,42,87,87,87,,
MILP-3,milp3,5,1.0,200,3,2,5,10,2,986.5404033487447,0.0,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,200.0,0,1.0,986.5404033487447,42,84,84,84,,
BBC-NoCuts,bbc_no_cuts,5,1.0,200,3,2,5,10,2,986.5404033487447,0.0020227432250976562,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,200.0,0,1.0,986.5404033487447,42,57,57,57,False,False
BBC,bbc,5,1.0,200,3,2,5,10,2,986.5404033487447,0.001093149185180664,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,200.0,0,1.0,986.5404033487447,42,57,57,57,True,False
BBC-Paper,bbc_paper,5,1.0,200,3,2,5,10,2,986.5404033487447,0.0010271072387695312,0.0,0.0,True,1,3,1.0,148.3175504185931,1186.5404033487448,200.0,0,1.0,986.5404033487447,42,58,58,58,True,True
MILP-2,milp2,5,1.5,50,3,2,5,10,2,2916.351008371862,0.0020101070404052734,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,50.0,0,1.0,2916.351008371862,42,184,184,184,,
MILP-1,milp1,5,1.5,50,3,2,5,10,2,2916.351008371862,0.0020210742950439453,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,50.0,0,1.0,2916.351008371862,42,79,79,79,,
MILP-3,milp3,5,1.5,50,3,2,5,10,2,2916.351008371862,0.001729726791381836,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,50.0,0,1.0,2916.351008371862,42,76,76,76,,
BBC-NoCuts,bbc_no_cuts,5,1.5,50,3,2,5,10,2,2916.351008371862,0.0011980533599853516,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,50.0,0,1.0,2916.351008371862,42,49,49,49,False,False
BBC,bbc,5,1.5,50,3,2,5,10,2,2916.351008371862,0.0010197162628173828,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,50.0,0,1.0,2916.351008371862,42,49,49,49,True,False
BBC-Paper,bbc_paper,5,1.5,50,3,2,5,10,2,2916.351008371862,0.0010323524475097656,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,50.0,0,1.0,2916.351008371862,42,50,50,50,True,True
MILP-2,milp2,5,1.5,100,3,2,5,10,2,2866.351008371862,0.0,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,100.0,0,1.0,2866.351008371862,42,184,184,184,,
MILP-1,milp1,5,1.5,100,3,2,5,10,2,2866.351008371862,0.001613616943359375,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,100.0,0,1.0,2866.351008371862,42,79,79,79,,
MILP-3,milp3,5,1.5,100,3,2,5,10,2,2866.351008371862,0.0009984970092773438,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,100.0,0,1.0,2866.351008371862,42,76,76,76,,
BBC-NoCuts,bbc_no_cuts,5,1.5,100,3,2,5,10,2,2866.351008371862,0.0017964839935302734,0.0,0.0,True,1,3,1.0,148.3175504185931,2966.351008371862,100.0,0,1.0,2866.351008371862,42,49,49,49,False,False
